row,sampled,bucket,path,kind,literal,context,classification,reason
1286,no,NO_POLICY_TERM,src/bolt_v3_decision_evidence.rs,string,"""cross_source_dispersion""","RealizedVolBlockReason::CrossSourceDispersion => ""cross_source_dispersion"",",realized_volatility_evidence_label,Stable realized-volatility blocker evidence label emitted from engine diagnostics; it records fail-closed provenance and does not configure trading behavior.
1287,no,NO_POLICY_TERM,src/bolt_v3_decision_evidence.rs,string,"""annualization_basis_invalid""","RealizedVolBlockReason::AnnualizationBasisInvalid => ""annualization_basis_invalid"",",realized_volatility_evidence_label,Stable realized-volatility blocker evidence label emitted from engine diagnostics; it records fail-closed provenance and does not configure trading behavior.
1288,no,NO_POLICY_TERM,src/bolt_v3_decision_evidence.rs,string,"""not_warm""","RealizedVolBlockReason::NotWarm => ""not_warm"",",realized_volatility_evidence_label,Stable realized-volatility blocker evidence label emitted from engine diagnostics; it records fail-closed provenance and does not configure trading behavior.
1289,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_decision_evidence.rs,string,"""measured""","RealizedVolPricingComponent::Measured => ""measured"",",realized_volatility_evidence_label,Stable realized-volatility pricing-component evidence label emitted with strategy input evidence; it records which audited RV component pricing consumed and does not configure trading behavior.
1290,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_decision_evidence.rs,string,"""noise_robust""","RealizedVolPricingComponent::NoiseRobust => ""noise_robust"",",realized_volatility_evidence_label,Stable realized-volatility pricing-component evidence label emitted with strategy input evidence; it records which audited RV component pricing consumed and does not configure trading behavior.
1291,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_decision_evidence.rs,string,"""continuous""","RealizedVolPricingComponent::Continuous => ""continuous"",",realized_volatility_evidence_label,Stable realized-volatility pricing-component evidence label emitted with strategy input evidence; it records which audited RV component pricing consumed and does not configure trading behavior.
1292,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_decision_evidence.rs,string,"""forecast""","RealizedVolPricingComponent::Forecast => ""forecast"",",realized_volatility_evidence_label,Stable realized-volatility pricing-component evidence label emitted with strategy input evidence; it records which audited RV component pricing consumed and does not configure trading behavior.
1293,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_decision_evidence.rs,string,"""spot_quote""","RealizedVolSourceClass::SpotQuote => ""spot_quote"",",realized_volatility_evidence_label,Stable realized-volatility source-class evidence label emitted from source diagnostics; it records provenance and does not configure trading behavior.
1294,no,NO_POLICY_TERM,src/bolt_v3_decision_evidence.rs,string,"""trade""","RealizedVolSourceClass::Trade => ""trade"",",realized_volatility_evidence_label,Stable realized-volatility source-class evidence label emitted from source diagnostics; it records provenance and does not configure trading behavior.
1295,no,NO_POLICY_TERM,src/bolt_v3_decision_evidence.rs,string,"""mark""","RealizedVolSourceClass::Mark => ""mark"",",realized_volatility_evidence_label,Stable realized-volatility source-class evidence label emitted from source diagnostics; it records provenance and does not configure trading behavior.
1296,no,NO_POLICY_TERM,src/bolt_v3_decision_evidence.rs,string,"""index""","RealizedVolSourceClass::Index => ""index"",",realized_volatility_evidence_label,Stable realized-volatility source-class evidence label emitted from source diagnostics; it records provenance and does not configure trading behavior.
1297,no,NO_POLICY_TERM,src/bolt_v3_decision_evidence.rs,string,"""midpoint""","RealizedVolSampleKind::Midpoint => ""midpoint"",",realized_volatility_evidence_label,Stable realized-volatility sample-kind evidence label emitted from source diagnostics; it records provenance and does not configure trading behavior.
1298,no,NO_POLICY_TERM,src/bolt_v3_decision_evidence.rs,string,"""trade""","RealizedVolSampleKind::Trade => ""trade"",",realized_volatility_evidence_label,Stable realized-volatility sample-kind evidence label emitted from source diagnostics; it records provenance and does not configure trading behavior.
1299,no,NO_POLICY_TERM,src/bolt_v3_decision_evidence.rs,string,"""mark""","RealizedVolSampleKind::Mark => ""mark"",",realized_volatility_evidence_label,Stable realized-volatility sample-kind evidence label emitted from source diagnostics; it records provenance and does not configure trading behavior.
1300,no,NO_POLICY_TERM,src/bolt_v3_decision_evidence.rs,string,"""index""","RealizedVolSampleKind::Index => ""index"",",realized_volatility_evidence_label,Stable realized-volatility sample-kind evidence label emitted from source diagnostics; it records provenance and does not configure trading behavior.
1301,no,NO_POLICY_TERM,src/bolt_v3_decision_evidence.rs,string,"""ready""","RealizedVolSourceStatus::Ready => ""ready"",",realized_volatility_evidence_label,Stable realized-volatility source-status evidence label emitted from source diagnostics; it records readiness provenance and does not configure trading behavior.
1302,no,NO_POLICY_TERM,src/bolt_v3_decision_evidence.rs,string,"""blocked""","RealizedVolSourceStatus::Blocked => ""blocked"",",realized_volatility_evidence_label,Stable realized-volatility source-status evidence label emitted from source diagnostics; it records per-source readiness provenance and does not configure trading behavior.
1303,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_decision_evidence.rs,string,"""diagnostic_only""","RealizedVolSourceStatus::DiagnosticOnly => ""diagnostic_only"",",realized_volatility_evidence_label,Stable realized-volatility source-status evidence label emitted from source diagnostics for disabled or non-quorum sources; it records provenance and does not configure trading behavior.
1304,no,NO_POLICY_TERM,src/bolt_v3_decision_evidence.rs,string,"""waiting""","RealizedVolSourceStatus::Waiting => ""waiting"",",realized_volatility_evidence_label,Stable realized-volatility source-status evidence label emitted from source diagnostics; it records readiness provenance and does not configure trading behavior.
1305,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_decision_evidence.rs,string,"""disabled_source""","RealizedVolSourceRejectReason::DisabledSource => ""disabled_source"",",realized_volatility_evidence_label,Stable realized-volatility rejection-reason evidence label emitted from source diagnostics; it records fail-closed provenance and does not configure trading behavior.
1306,no,NO_POLICY_TERM,src/bolt_v3_decision_evidence.rs,string,"""invalid_price""","RealizedVolSourceRejectReason::InvalidPrice => ""invalid_price"",",realized_volatility_evidence_label,Stable realized-volatility rejection-reason evidence label emitted from source diagnostics; it records fail-closed provenance and does not configure trading behavior.
1307,no,NO_POLICY_TERM,src/bolt_v3_decision_evidence.rs,string,"""source_class_mismatch""","RealizedVolSourceRejectReason::SourceClassMismatch => ""source_class_mismatch"",",realized_volatility_evidence_label,Stable realized-volatility rejection-reason evidence label emitted from source diagnostics; it records fail-closed provenance and does not configure trading behavior.
1308,no,NO_POLICY_TERM,src/bolt_v3_decision_evidence.rs,string,"""sample_kind_mismatch""","RealizedVolSourceRejectReason::SampleKindMismatch => ""sample_kind_mismatch"",",realized_volatility_evidence_label,Stable realized-volatility rejection-reason evidence label emitted from source diagnostics; it records fail-closed provenance and does not configure trading behavior.
1309,no,NO_POLICY_TERM,src/bolt_v3_decision_evidence.rs,string,"""event_time_regression""","RealizedVolSourceRejectReason::EventTimeRegression => ""event_time_regression"",",realized_volatility_evidence_label,Stable realized-volatility rejection-reason evidence label emitted from source diagnostics; it records fail-closed provenance and does not configure trading behavior.
1310,no,NO_POLICY_TERM,src/bolt_v3_decision_evidence.rs,string,"""duplicate_timestamp""","RealizedVolSourceRejectReason::DuplicateTimestamp => ""duplicate_timestamp"",",realized_volatility_evidence_label,Stable realized-volatility rejection-reason evidence label emitted from source diagnostics; it records fail-closed provenance and does not configure trading behavior.
1311,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_decision_evidence.rs,string,"""stale_same_event_update""","RealizedVolSourceRejectReason::StaleSameEventUpdate => ""stale_same_event_update"",",realized_volatility_evidence_label,Stable realized-volatility rejection-reason evidence label emitted from source diagnostics; it records fail-closed provenance and does not configure trading behavior.
1312,no,NO_POLICY_TERM,src/bolt_v3_decision_evidence.rs,string,"""receive_before_event""","RealizedVolSourceRejectReason::ReceiveBeforeEvent => ""receive_before_event"",",realized_volatility_evidence_label,Stable realized-volatility rejection-reason evidence label emitted from source diagnostics; it records fail-closed provenance and does not configure trading behavior.
1313,no,NO_POLICY_TERM,src/bolt_v3_decision_evidence.rs,string,"""event_receive_lag_exceeded""","RealizedVolSourceRejectReason::EventReceiveLagExceeded => ""event_receive_lag_exceeded"",",realized_volatility_evidence_label,Stable realized-volatility rejection-reason evidence label emitted from source diagnostics; it records fail-closed provenance and does not configure trading behavior.
1314,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_decision_evidence.rs,string,"""buy""","const SUBMIT_RESERVATION_METADATA_SIDE_BUY: &str = ""buy"";",submit_reservation_metadata_label,Stable side buy metadata string label used to annotate submitted orders in prediction markets; not an operator runtime value.
1315,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_decision_evidence.rs,string,"""prediction_market_binary""","const SUBMIT_RESERVATION_METADATA_PRODUCT_KIND_BINARY: &str = ""prediction_market_binary"";",submit_reservation_metadata_label,Stable product kind metadata string label used to annotate submitted orders in prediction markets; not an operator runtime value.
1316,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_decision_evidence.rs,string,"""sell""","const SUBMIT_RESERVATION_METADATA_SIDE_SELL: &str = ""sell"";",submit_reservation_metadata_label,Stable side sell metadata string label used to annotate submitted orders in prediction markets; not an operator runtime value.
1317,yes,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,number,1,const COUNTER_INCREMENT_U64: u64 = 1;,realized_volatility_counter_step,Increment-by-one step for an internal realized-volatility rejection counter; not an operator runtime value.
1318,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_realized_volatility.rs,number,2,.windows(2),realized_volatility_two_sample_arity,"Two-sample arity or adjacent-pair index used to compute inter-sample gaps, log returns, and dispersion prerequisites; not an operator runtime value."
1319,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,number,1,.map(|pair| pair[1].0.saturating_sub(pair[0].0)),realized_volatility_two_sample_arity,"Two-sample arity or adjacent-pair index used to compute inter-sample gaps, log returns, and dispersion prerequisites; not an operator runtime value."
1320,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,number,0,.map(|pair| pair[1].0.saturating_sub(pair[0].0)),realized_volatility_two_sample_arity,"Two-sample arity or adjacent-pair index used to compute inter-sample gaps, log returns, and dispersion prerequisites; not an operator runtime value."
1321,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_realized_volatility.rs,number,0,let mut index = 0;,realized_volatility_scan_index_initial_value,Initial zero cursor for scanning ordered source observations into the fixed RV grid; not an operator runtime value.
1322,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,number,1,index += 1;,realized_volatility_counter_step,Increment-by-one step for an internal realized-volatility counter or scan cursor; not an operator runtime value.
1323,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,number,2,if grid.len() < 2 {,realized_volatility_two_sample_arity,"Two-sample arity or adjacent-pair index used to compute inter-sample gaps, log returns, and dispersion prerequisites; not an operator runtime value."
1324,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_realized_volatility.rs,number,0,let mut elapsed_ms = 0;,realized_volatility_accumulator_initial_value,Initial zero accumulator for elapsed milliseconds while summing fixed-grid log returns; not an operator runtime value.
1325,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_realized_volatility.rs,number,2,for pair in grid.windows(2) {,realized_volatility_two_sample_arity,"Two-sample arity or adjacent-pair index used to compute inter-sample gaps, log returns, and dispersion prerequisites; not an operator runtime value."
1326,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,number,1,let dt = pair[1].0.saturating_sub(pair[0].0);,realized_volatility_two_sample_arity,"Two-sample arity or adjacent-pair index used to compute inter-sample gaps, log returns, and dispersion prerequisites; not an operator runtime value."
1327,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,number,0,let dt = pair[1].0.saturating_sub(pair[0].0);,realized_volatility_two_sample_arity,"Two-sample arity or adjacent-pair index used to compute inter-sample gaps, log returns, and dispersion prerequisites; not an operator runtime value."
1328,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,number,1,let log_return = (pair[1].1 / pair[0].1).ln();,realized_volatility_two_sample_arity,"Two-sample arity or adjacent-pair index used to compute inter-sample gaps, log returns, and dispersion prerequisites; not an operator runtime value."
1329,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,number,0,let log_return = (pair[1].1 / pair[0].1).ln();,realized_volatility_two_sample_arity,"Two-sample arity or adjacent-pair index used to compute inter-sample gaps, log returns, and dispersion prerequisites; not an operator runtime value."
1330,yes,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,number,1,.saturating_sub(1),realized_volatility_vector_index_bound,Zero-based vector index bound used for quantile and dispersion calculations over already computed RV values; not an operator runtime value.
1331,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_realized_volatility.rs,number,1,.min(sorted.len().saturating_sub(1));,realized_volatility_vector_index_bound,Zero-based vector index bound used for quantile and dispersion calculations over already computed RV values; not an operator runtime value.
1332,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,number,2,if values.len() < 2 {,realized_volatility_two_sample_arity,"Two-sample arity or adjacent-pair index used to compute inter-sample gaps, log returns, and dispersion prerequisites; not an operator runtime value."
1333,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,number,1,let range = sorted[sorted.len() - 1] - sorted[0];,realized_volatility_vector_index_bound,Zero-based vector index bound used for quantile and dispersion calculations over already computed RV values; not an operator runtime value.
1334,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,number,0,let range = sorted[sorted.len() - 1] - sorted[0];,realized_volatility_vector_index_bound,Zero-based vector index bound used for quantile and dispersion calculations over already computed RV values; not an operator runtime value.
1335,yes,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,string,"""sampling_interval_ms={}""","""sampling_interval_ms={}"",",realized_volatility_config_fingerprint_field_label,Stable canonical field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1336,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_realized_volatility.rs,string,"""min_ready_sources={}""","""min_ready_sources={}"",",realized_volatility_config_fingerprint_field_label,Stable canonical field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1337,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_realized_volatility.rs,string,"""max_source_age_ms={}""","""max_source_age_ms={}"",",realized_volatility_config_fingerprint_field_label,Stable canonical field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1338,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_realized_volatility.rs,string,"""max_event_receive_lag_ms={}""","""max_event_receive_lag_ms={}"",",realized_volatility_config_fingerprint_field_label,Stable canonical field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1339,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_realized_volatility.rs,string,"""max_inter_sample_gap_ms={}""","""max_inter_sample_gap_ms={}"",",realized_volatility_config_fingerprint_field_label,Stable canonical field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1340,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_realized_volatility.rs,string,"""min_coverage_ratio={}""","""min_coverage_ratio={}"",",realized_volatility_config_fingerprint_field_label,Stable canonical field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1341,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_realized_volatility.rs,string,"""max_cross_source_dispersion={}""","""max_cross_source_dispersion={}"",",realized_volatility_config_fingerprint_field_label,Stable canonical field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1342,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,string,"""seconds_per_annum={}""","""seconds_per_annum={}"",",realized_volatility_config_fingerprint_field_label,Stable canonical field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1343,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,string,"""aggregation.quantile={}""","""aggregation.quantile={}"",",realized_volatility_config_fingerprint_field_label,Stable canonical field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1344,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,string,"""aggregation.trim_fraction={}""","""aggregation.trim_fraction={}"",",realized_volatility_config_fingerprint_field_label,Stable canonical field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1345,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,string,"""aggregation.upper_quantile={}""","""aggregation.upper_quantile={}"",",realized_volatility_config_fingerprint_field_label,Stable canonical field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1346,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_realized_volatility.rs,string,"""aggregation.guard_weight={}""","""aggregation.guard_weight={}"",",realized_volatility_config_fingerprint_field_label,Stable canonical field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1347,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,string,"""aggregation=median_with_upper_quantile_guard""","""aggregation=median_with_upper_quantile_guard""",realized_volatility_config_fingerprint_field_label,Stable canonical field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1348,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,string,"""source.data_client_id={}""","""source.data_client_id={}"",",realized_volatility_config_fingerprint_field_label,Stable canonical source field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1349,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,string,"""source.instrument_id={}""","""source.instrument_id={}"",",realized_volatility_config_fingerprint_field_label,Stable canonical source field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1350,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,string,"""source.source_class={}""","""source.source_class={}"",",realized_volatility_config_fingerprint_field_label,Stable canonical source field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1351,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,string,"""source.sample_kind={}""","""source.sample_kind={}"",",realized_volatility_config_fingerprint_field_label,Stable canonical source field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1352,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,string,"""source.counts_toward_quorum={}""","""source.counts_toward_quorum={}"",",realized_volatility_config_fingerprint_field_label,Stable canonical source field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1353,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,string,"""source.canonical_base_asset={}""","""source.canonical_base_asset={}"",",realized_volatility_config_fingerprint_field_label,Stable canonical source field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1354,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_realized_volatility.rs,string,"""source.canonical_quote_asset={}""","""source.canonical_quote_asset={}"",",realized_volatility_config_fingerprint_field_label,Stable canonical source field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1355,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_realized_volatility.rs,string,"""spot_quote""","RealizedVolSourceClass::SpotQuote => ""spot_quote"",",realized_volatility_config_fingerprint_enum_label,Stable source-class enum label used only inside the realized-volatility config fingerprint payload; it records configuration identity and does not configure runtime behavior.
1356,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,string,"""trade""","RealizedVolSourceClass::Trade => ""trade"",",realized_volatility_config_fingerprint_enum_label,Stable source-class enum label used only inside the realized-volatility config fingerprint payload; it records configuration identity and does not configure runtime behavior.
1357,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,string,"""mark""","RealizedVolSourceClass::Mark => ""mark"",",realized_volatility_config_fingerprint_enum_label,Stable source-class enum label used only inside the realized-volatility config fingerprint payload; it records configuration identity and does not configure runtime behavior.
1358,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,string,"""index""","RealizedVolSourceClass::Index => ""index"",",realized_volatility_config_fingerprint_enum_label,Stable source-class enum label used only inside the realized-volatility config fingerprint payload; it records configuration identity and does not configure runtime behavior.
1359,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,string,"""midpoint""","RealizedVolSampleKind::Midpoint => ""midpoint"",",realized_volatility_config_fingerprint_enum_label,Stable sample-kind enum label used only inside the realized-volatility config fingerprint payload; it records configuration identity and does not configure runtime behavior.
1360,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,string,"""trade""","RealizedVolSampleKind::Trade => ""trade"",",realized_volatility_config_fingerprint_enum_label,Stable sample-kind enum label used only inside the realized-volatility config fingerprint payload; it records configuration identity and does not configure runtime behavior.
1361,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,string,"""mark""","RealizedVolSampleKind::Mark => ""mark"",",realized_volatility_config_fingerprint_enum_label,Stable sample-kind enum label used only inside the realized-volatility config fingerprint payload; it records configuration identity and does not configure runtime behavior.
1362,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,string,"""index""","RealizedVolSampleKind::Index => ""index"",",realized_volatility_config_fingerprint_enum_label,Stable sample-kind enum label used only inside the realized-volatility config fingerprint payload; it records configuration identity and does not configure runtime behavior.
1363,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_validate.rs,number,0usize,let mut enabled_quorum_sources = 0usize;,realized_volatility_validation_counter,Internal enabled-source quorum counter initialization/increment used while validating TOML-owned RV source bindings; not an operator runtime value.
1364,yes,NO_POLICY_TERM,src/bolt_v3_validate.rs,string,"""{source_context}.source_id duplicate source_id `{}`""","""{source_context}.source_id duplicate source_id `{}`"",",realized_volatility_config_diagnostic_template,Fail-closed realized-volatility config validation diagnostic; the referenced values come from bolt-v3 TOML and validation state.
1365,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_validate.rs,number,1,enabled_quorum_sources += 1;,realized_volatility_validation_counter,Internal enabled-source quorum counter initialization/increment used while validating TOML-owned RV source bindings; not an operator runtime value.
1366,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_validate.rs,string,"""{context}.policy.min_ready_sources {} exceeds enabled quorum source count {}""","""{context}.policy.min_ready_sources {} exceeds enabled quorum source count {}"",",realized_volatility_config_diagnostic_template,Fail-closed realized-volatility config validation diagnostic; the referenced values come from bolt-v3 TOML and validation state.
1367,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_realized_volatility.rs,number,0usize,let mut enabled_quorum_sources = 0usize;,realized_volatility_validation_counter,Internal enabled-source quorum counter initialization used while validating TOML-owned RV engine config; not an operator runtime value.
1368,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_realized_volatility.rs,number,1,enabled_quorum_sources += 1;,realized_volatility_validation_counter,Internal enabled-source quorum counter increment used while validating TOML-owned RV engine config; not an operator runtime value.
1369,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_realized_volatility.rs,string,"""min_ready_sources exceeds enabled quorum source count""","return Err(""min_ready_sources exceeds enabled quorum source count"".to_string());",realized_volatility_config_diagnostic_template,Fail-closed realized-volatility engine config validation diagnostic; the threshold and eligible source count come from TOML-owned RV config.
1370,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,string,"""estimator.pricing_component={}""","""estimator.pricing_component={}"",",realized_volatility_config_fingerprint_field_label,Stable canonical estimator field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1371,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_realized_volatility.rs,string,"""estimator.horizon_policy.primary_horizon_id={primary_horizon_id}""","""estimator.horizon_policy.primary_horizon_id={primary_horizon_id}""",realized_volatility_config_fingerprint_field_label,Stable canonical estimator field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1372,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_realized_volatility.rs,string,"""estimator.horizon_policy.floor_horizon_id={floor_horizon_id}""","""estimator.horizon_policy.floor_horizon_id={floor_horizon_id}""",realized_volatility_config_fingerprint_field_label,Stable canonical estimator field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1373,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_realized_volatility.rs,string,"""estimator.horizon_policy.floor_multiplier={}""","""estimator.horizon_policy.floor_multiplier={}"",",realized_volatility_config_fingerprint_field_label,Stable canonical estimator field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1374,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_realized_volatility.rs,string,"""estimator.horizon_policy.short_horizon_id={short_horizon_id}""","""estimator.horizon_policy.short_horizon_id={short_horizon_id}""",realized_volatility_config_fingerprint_field_label,Stable canonical estimator field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1375,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_realized_volatility.rs,string,"""estimator.horizon_policy.long_horizon_id={long_horizon_id}""","""estimator.horizon_policy.long_horizon_id={long_horizon_id}""",realized_volatility_config_fingerprint_field_label,Stable canonical estimator field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1376,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_realized_volatility.rs,string,"""estimator.horizon.window_ms={}""","""estimator.horizon.window_ms={}"",",realized_volatility_config_fingerprint_field_label,Stable canonical estimator field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1377,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,string,"""estimator.horizon.sampling_interval_ms={}""","""estimator.horizon.sampling_interval_ms={}"",",realized_volatility_config_fingerprint_field_label,Stable canonical estimator field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1378,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_realized_volatility.rs,string,"""estimator.horizon.weight={}""","""estimator.horizon.weight={}"",",realized_volatility_config_fingerprint_field_label,Stable canonical estimator field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1379,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,string,"""estimator.horizon.role={}""","""estimator.horizon.role={}"",",realized_volatility_config_fingerprint_field_label,Stable canonical estimator field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1380,no,NO_POLICY_TERM,src/bolt_v3_realized_volatility.rs,string,"""estimator.noise.coarse_sampling_interval_ms={coarse_sampling_interval_ms}""","""estimator.noise.coarse_sampling_interval_ms={coarse_sampling_interval_ms}""",realized_volatility_config_fingerprint_field_label,Stable canonical estimator field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
1381,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_realized_volatility.rs,string,"""estimator.noise.coarser_grid_policy={}""","""estimator.noise.coarser_grid_policy={}"",",realized_volatility_config_fingerprint_field_label,Stable canonical estimator field label used only inside the realized-volatility config fingerprint payload; the value comes from TOML and this label does not configure runtime behavior.
